,clasificacion,BARRIO
2022-05-15,591.0,FLORES
2022-05-22,711.0,FLORES
2022-05-29,699.0,FLORES
2022-06-05,396.0,FLORES
2020-03-01,0.0,FLORESTA
2020-03-08,0.0,FLORESTA
2020-03-15,0.0,FLORESTA
2020-03-22,0.0,FLORESTA
2020-03-29,1.0,FLORESTA
2020-04-05,3.0,FLORESTA
2020-04-12,0.0,FLORESTA
2020-04-19,2.0,FLORESTA
2020-04-26,3.0,FLORESTA
2020-05-03,2.0,FLORESTA
2020-05-10,5.0,FLORESTA
2020-05-17,6.0,FLORESTA
2020-05-24,7.0,FLORESTA
2020-05-31,17.0,FLORESTA
2020-06-07,17.0,FLORESTA
2020-06-14,28.0,FLORESTA
2020-06-21,68.0,FLORESTA
2020-06-28,58.0,FLORESTA
2020-07-05,64.0,FLORESTA
2020-07-12,71.0,FLORESTA
2020-07-19,78.0,FLORESTA
2020-07-26,98.0,FLORESTA
2020-08-02,80.0,FLORESTA
2020-08-09,85.0,FLORESTA
2020-08-16,79.0,FLORESTA
2020-08-23,60.0,FLORESTA
2020-08-30,92.0,FLORESTA
2020-09-06,82.0,FLORESTA
2020-09-13,66.0,FLORESTA
2020-09-20,54.0,FLORESTA
2020-09-27,83.0,FLORESTA
2020-10-04,58.0,FLORESTA
2020-10-11,65.0,FLORESTA
2020-10-18,48.0,FLORESTA
2020-10-25,51.0,FLORESTA
2020-11-01,27.0,FLORESTA
2020-11-08,25.0,FLORESTA
2020-11-15,27.0,FLORESTA
2020-11-22,25.0,FLORESTA
2020-11-29,15.0,FLORESTA
2020-12-06,17.0,FLORESTA
2020-12-13,26.0,FLORESTA
2020-12-20,28.0,FLORESTA
2020-12-27,41.0,FLORESTA
2021-01-03,58.0,FLORESTA
2021-01-10,82.0,FLORESTA
2021-01-17,82.0,FLORESTA
2021-01-24,76.0,FLORESTA
2021-01-31,64.0,FLORESTA
2021-02-07,71.0,FLORESTA
2021-02-14,49.0,FLORESTA
2021-02-21,48.0,FLORESTA
2021-02-28,40.0,FLORESTA
2021-03-07,51.0,FLORESTA
2021-03-14,49.0,FLORESTA
2021-03-21,54.0,FLORESTA
2021-03-28,71.0,FLORESTA
2021-04-04,143.0,FLORESTA
2021-04-11,169.0,FLORESTA
2021-04-18,199.0,FLORESTA
2021-04-25,192.0,FLORESTA
2021-05-02,179.0,FLORESTA
2021-05-09,150.0,FLORESTA
2021-05-16,189.0,FLORESTA
2021-05-23,161.0,FLORESTA
2021-05-30,169.0,FLORESTA
2021-06-06,140.0,FLORESTA
2021-06-13,117.0,FLORESTA
2021-06-20,97.0,FLORESTA
2021-06-27,92.0,FLORESTA
2021-07-04,72.0,FLORESTA
2021-07-11,79.0,FLORESTA
2021-07-18,67.0,FLORESTA
2021-07-25,49.0,FLORESTA
2021-08-01,40.0,FLORESTA
2021-08-08,49.0,FLORESTA
2021-08-15,37.0,FLORESTA
2021-08-22,23.0,FLORESTA
2021-08-29,25.0,FLORESTA
2021-09-05,24.0,FLORESTA
2021-09-12,7.0,FLORESTA
2021-09-19,7.0,FLORESTA
2021-09-26,9.0,FLORESTA
2021-10-03,11.0,FLORESTA
2021-10-10,5.0,FLORESTA
2021-10-17,12.0,FLORESTA
2021-10-24,12.0,FLORESTA
2021-10-31,15.0,FLORESTA
2021-11-07,12.0,FLORESTA
2021-11-14,11.0,FLORESTA
2021-11-21,24.0,FLORESTA
2021-11-28,17.0,FLORESTA
2021-12-05,30.0,FLORESTA
2021-12-12,30.0,FLORESTA
2021-12-19,76.0,FLORESTA
2021-12-26,174.0,FLORESTA
2022-01-02,565.0,FLORESTA
2022-01-09,1077.0,FLORESTA
2022-01-16,1210.0,FLORESTA
2022-01-23,1050.0,FLORESTA
2022-01-30,518.0,FLORESTA
2022-02-06,252.0,FLORESTA
2022-02-13,116.0,FLORESTA
2022-02-20,72.0,FLORESTA
2022-02-27,40.0,FLORESTA
2022-03-06,29.0,FLORESTA
2022-03-13,29.0,FLORESTA
2022-03-20,25.0,FLORESTA
2022-03-27,12.0,FLORESTA
2022-04-03,16.0,FLORESTA
2022-04-10,27.0,FLORESTA
2022-04-17,19.0,FLORESTA
2022-04-24,27.0,FLORESTA
2022-05-01,53.0,FLORESTA
2022-05-08,71.0,FLORESTA
2022-05-15,170.0,FLORESTA
2022-05-22,216.0,FLORESTA
2022-05-29,190.0,FLORESTA
2022-06-05,116.0,FLORESTA
2020-03-01,0.0,LINIERS
2020-03-08,0.0,LINIERS
2020-03-15,0.0,LINIERS
2020-03-22,0.0,LINIERS
2020-03-29,0.0,LINIERS
2020-04-05,1.0,LINIERS
2020-04-12,0.0,LINIERS
2020-04-19,0.0,LINIERS
2020-04-26,4.0,LINIERS
2020-05-03,3.0,LINIERS
2020-05-10,4.0,LINIERS
2020-05-17,3.0,LINIERS
2020-05-24,5.0,LINIERS
2020-05-31,6.0,LINIERS
2020-06-07,3.0,LINIERS
2020-06-14,21.0,LINIERS
2020-06-21,25.0,LINIERS
2020-06-28,38.0,LINIERS
2020-07-05,69.0,LINIERS
2020-07-12,61.0,LINIERS
2020-07-19,98.0,LINIERS
2020-07-26,99.0,LINIERS
2020-08-02,68.0,LINIERS
2020-08-09,100.0,LINIERS
2020-08-16,65.0,LINIERS
2020-08-23,97.0,LINIERS
2020-08-30,109.0,LINIERS
2020-09-06,113.0,LINIERS
2020-09-13,101.0,LINIERS
2020-09-20,105.0,LINIERS
2020-09-27,66.0,LINIERS
2020-10-04,73.0,LINIERS
2020-10-11,52.0,LINIERS
2020-10-18,49.0,LINIERS
2020-10-25,35.0,LINIERS
2020-11-01,41.0,LINIERS
2020-11-08,30.0,LINIERS
2020-11-15,24.0,LINIERS
2020-11-22,22.0,LINIERS
2020-11-29,21.0,LINIERS
2020-12-06,29.0,LINIERS
2020-12-13,32.0,LINIERS
2020-12-20,47.0,LINIERS
2020-12-27,61.0,LINIERS
2021-01-03,100.0,LINIERS
2021-01-10,132.0,LINIERS
2021-01-17,117.0,LINIERS
2021-01-24,121.0,LINIERS
2021-01-31,104.0,LINIERS
2021-02-07,84.0,LINIERS
2021-02-14,64.0,LINIERS
2021-02-21,70.0,LINIERS
2021-02-28,52.0,LINIERS
2021-03-07,67.0,LINIERS
2021-03-14,56.0,LINIERS
2021-03-21,83.0,LINIERS
2021-03-28,159.0,LINIERS
2021-04-04,215.0,LINIERS
2021-04-11,256.0,LINIERS
2021-04-18,271.0,LINIERS
2021-04-25,251.0,LINIERS
2021-05-02,208.0,LINIERS
2021-05-09,164.0,LINIERS
2021-05-16,224.0,LINIERS
2021-05-23,221.0,LINIERS
2021-05-30,224.0,LINIERS
2021-06-06,163.0,LINIERS
2021-06-13,155.0,LINIERS
2021-06-20,143.0,LINIERS
2021-06-27,125.0,LINIERS
2021-07-04,125.0,LINIERS
2021-07-11,92.0,LINIERS
2021-07-18,84.0,LINIERS
2021-07-25,63.0,LINIERS
2021-08-01,58.0,LINIERS
2021-08-08,54.0,LINIERS
2021-08-15,54.0,LINIERS
2021-08-22,31.0,LINIERS
2021-08-29,13.0,LINIERS
2021-09-05,20.0,LINIERS
2021-09-12,13.0,LINIERS
2021-09-19,10.0,LINIERS
2021-09-26,9.0,LINIERS
2021-10-03,5.0,LINIERS
2021-10-10,6.0,LINIERS
2021-10-17,12.0,LINIERS
2021-10-24,18.0,LINIERS
2021-10-31,22.0,LINIERS
2021-11-07,20.0,LINIERS
2021-11-14,28.0,LINIERS
2021-11-21,17.0,LINIERS
2021-11-28,26.0,LINIERS
2021-12-05,36.0,LINIERS
2021-12-12,44.0,LINIERS
2021-12-19,67.0,LINIERS
2021-12-26,224.0,LINIERS
2022-01-02,726.0,LINIERS
2022-01-09,1345.0,LINIERS
2022-01-16,1452.0,LINIERS
2022-01-23,1345.0,LINIERS
2022-01-30,733.0,LINIERS
2022-02-06,390.0,LINIERS
2022-02-13,191.0,LINIERS
2022-02-20,85.0,LINIERS
2022-02-27,68.0,LINIERS
2022-03-06,29.0,LINIERS
2022-03-13,21.0,LINIERS
2022-03-20,21.0,LINIERS
2022-03-27,17.0,LINIERS
2022-04-03,13.0,LINIERS
2022-04-10,31.0,LINIERS
2022-04-17,27.0,LINIERS
2022-04-24,40.0,LINIERS
2022-05-01,46.0,LINIERS
2022-05-08,115.0,LINIERS
2022-05-15,205.0,LINIERS
2022-05-22,262.0,LINIERS
2022-05-29,242.0,LINIERS
2022-06-05,175.0,LINIERS
2020-03-01,0.0,MATADEROS
2020-03-08,0.0,MATADEROS
2020-03-15,0.0,MATADEROS
2020-03-22,1.0,MATADEROS
2020-03-29,0.0,MATADEROS
2020-04-05,0.0,MATADEROS
2020-04-12,0.0,MATADEROS
2020-04-19,1.0,MATADEROS
2020-04-26,2.0,MATADEROS
2020-05-03,2.0,MATADEROS
2020-05-10,4.0,MATADEROS
2020-05-17,3.0,MATADEROS
2020-05-24,6.0,MATADEROS
2020-05-31,14.0,MATADEROS
2020-06-07,16.0,MATADEROS
2020-06-14,43.0,MATADEROS
2020-06-21,65.0,MATADEROS
2020-06-28,93.0,MATADEROS
2020-07-05,118.0,MATADEROS
2020-07-12,135.0,MATADEROS
2020-07-19,115.0,MATADEROS
2020-07-26,141.0,MATADEROS
2020-08-02,126.0,MATADEROS
2020-08-09,169.0,MATADEROS
2020-08-16,116.0,MATADEROS
2020-08-23,127.0,MATADEROS
2020-08-30,150.0,MATADEROS
2020-09-06,179.0,MATADEROS
2020-09-13,134.0,MATADEROS
2020-09-20,129.0,MATADEROS
2020-09-27,100.0,MATADEROS
2020-10-04,92.0,MATADEROS
2020-10-11,111.0,MATADEROS
2020-10-18,131.0,MATADEROS
2020-10-25,77.0,MATADEROS
2020-11-01,51.0,MATADEROS
2020-11-08,37.0,MATADEROS
2020-11-15,48.0,MATADEROS
2020-11-22,47.0,MATADEROS
2020-11-29,42.0,MATADEROS
2020-12-06,36.0,MATADEROS
2020-12-13,41.0,MATADEROS
2020-12-20,60.0,MATADEROS
2020-12-27,90.0,MATADEROS
2021-01-03,136.0,MATADEROS
2021-01-10,198.0,MATADEROS
2021-01-17,135.0,MATADEROS
2021-01-24,140.0,MATADEROS
2021-01-31,158.0,MATADEROS
2021-02-07,83.0,MATADEROS
2021-02-14,112.0,MATADEROS
2021-02-21,77.0,MATADEROS
2021-02-28,74.0,MATADEROS
2021-03-07,106.0,MATADEROS
2021-03-14,109.0,MATADEROS
2021-03-21,122.0,MATADEROS
2021-03-28,171.0,MATADEROS
2021-04-04,278.0,MATADEROS
2021-04-11,425.0,MATADEROS
2021-04-18,356.0,MATADEROS
2021-04-25,328.0,MATADEROS
2021-05-02,295.0,MATADEROS
2021-05-09,276.0,MATADEROS
2021-05-16,340.0,MATADEROS
2021-05-23,376.0,MATADEROS
2021-05-30,378.0,MATADEROS
2021-06-06,225.0,MATADEROS
2021-06-13,250.0,MATADEROS
2021-06-20,220.0,MATADEROS
2021-06-27,192.0,MATADEROS
2021-07-04,152.0,MATADEROS
2021-07-11,137.0,MATADEROS
2021-07-18,124.0,MATADEROS
2021-07-25,128.0,MATADEROS
2021-08-01,84.0,MATADEROS
2021-08-08,106.0,MATADEROS
2021-08-15,84.0,MATADEROS
2021-08-22,64.0,MATADEROS
2021-08-29,42.0,MATADEROS
2021-09-05,33.0,MATADEROS
2021-09-12,39.0,MATADEROS
2021-09-19,16.0,MATADEROS
2021-09-26,16.0,MATADEROS
2021-10-03,7.0,MATADEROS
2021-10-10,8.0,MATADEROS
2021-10-17,19.0,MATADEROS
2021-10-24,24.0,MATADEROS
2021-10-31,12.0,MATADEROS
2021-11-07,27.0,MATADEROS
2021-11-14,36.0,MATADEROS
2021-11-21,39.0,MATADEROS
2021-11-28,26.0,MATADEROS
2021-12-05,42.0,MATADEROS
2021-12-12,78.0,MATADEROS
2021-12-19,111.0,MATADEROS
2021-12-26,261.0,MATADEROS
2022-01-02,1039.0,MATADEROS
2022-01-09,2207.0,MATADEROS
2022-01-16,2473.0,MATADEROS
2022-01-23,2186.0,MATADEROS
2022-01-30,1138.0,MATADEROS
2022-02-06,494.0,MATADEROS
2022-02-13,258.0,MATADEROS
2022-02-20,121.0,MATADEROS
2022-02-27,83.0,MATADEROS
2022-03-06,53.0,MATADEROS
2022-03-13,33.0,MATADEROS
2022-03-20,23.0,MATADEROS
2022-03-27,21.0,MATADEROS
2022-04-03,18.0,MATADEROS
2022-04-10,20.0,MATADEROS
2022-04-17,37.0,MATADEROS
2022-04-24,49.0,MATADEROS
2022-05-01,81.0,MATADEROS
2022-05-08,139.0,MATADEROS
2022-05-15,295.0,MATADEROS
2022-05-22,309.0,MATADEROS
2022-05-29,275.0,MATADEROS
2022-06-05,217.0,MATADEROS
2020-03-01,0.0,MONSERRAT
2020-03-08,0.0,MONSERRAT
2020-03-15,0.0,MONSERRAT
2020-03-22,0.0,MONSERRAT
2020-03-29,1.0,MONSERRAT
2020-04-05,2.0,MONSERRAT
2020-04-12,0.0,MONSERRAT
2020-04-19,1.0,MONSERRAT
2020-04-26,7.0,MONSERRAT
2020-05-03,3.0,MONSERRAT
2020-05-10,4.0,MONSERRAT
2020-05-17,3.0,MONSERRAT
2020-05-24,12.0,MONSERRAT
2020-05-31,10.0,MONSERRAT
2020-06-07,26.0,MONSERRAT
2020-06-14,56.0,MONSERRAT
2020-06-21,60.0,MONSERRAT
2020-06-28,83.0,MONSERRAT
2020-07-05,82.0,MONSERRAT
2020-07-12,98.0,MONSERRAT
2020-07-19,132.0,MONSERRAT
2020-07-26,153.0,MONSERRAT
2020-08-02,118.0,MONSERRAT
2020-08-09,130.0,MONSERRAT
2020-08-16,115.0,MONSERRAT
2020-08-23,111.0,MONSERRAT
2020-08-30,135.0,MONSERRAT
2020-09-06,103.0,MONSERRAT
2020-09-13,91.0,MONSERRAT
2020-09-20,141.0,MONSERRAT
2020-09-27,87.0,MONSERRAT
2020-10-04,86.0,MONSERRAT
2020-10-11,55.0,MONSERRAT
2020-10-18,57.0,MONSERRAT
2020-10-25,55.0,MONSERRAT
2020-11-01,33.0,MONSERRAT
2020-11-08,37.0,MONSERRAT
2020-11-15,44.0,MONSERRAT
2020-11-22,40.0,MONSERRAT
2020-11-29,43.0,MONSERRAT
2020-12-06,27.0,MONSERRAT
2020-12-13,34.0,MONSERRAT
2020-12-20,46.0,MONSERRAT
2020-12-27,31.0,MONSERRAT
2021-01-03,71.0,MONSERRAT
2021-01-10,109.0,MONSERRAT
2021-01-17,88.0,MONSERRAT
2021-01-24,101.0,MONSERRAT
2021-01-31,105.0,MONSERRAT
2021-02-07,85.0,MONSERRAT
2021-02-14,84.0,MONSERRAT
2021-02-21,62.0,MONSERRAT
2021-02-28,55.0,MONSERRAT
2021-03-07,45.0,MONSERRAT
2021-03-14,77.0,MONSERRAT
2021-03-21,83.0,MONSERRAT
2021-03-28,136.0,MONSERRAT
2021-04-04,175.0,MONSERRAT
2021-04-11,247.0,MONSERRAT
2021-04-18,228.0,MONSERRAT
2021-04-25,252.0,MONSERRAT
2021-05-02,197.0,MONSERRAT
2021-05-09,225.0,MONSERRAT
2021-05-16,240.0,MONSERRAT
2021-05-23,282.0,MONSERRAT
2021-05-30,273.0,MONSERRAT
2021-06-06,196.0,MONSERRAT
2021-06-13,191.0,MONSERRAT
2021-06-20,143.0,MONSERRAT
2021-06-27,115.0,MONSERRAT
2021-07-04,112.0,MONSERRAT
2021-07-11,93.0,MONSERRAT
2021-07-18,109.0,MONSERRAT
2021-07-25,61.0,MONSERRAT
2021-08-01,58.0,MONSERRAT
2021-08-08,64.0,MONSERRAT
2021-08-15,47.0,MONSERRAT
2021-08-22,33.0,MONSERRAT
2021-08-29,32.0,MONSERRAT
2021-09-05,17.0,MONSERRAT
2021-09-12,16.0,MONSERRAT
2021-09-19,15.0,MONSERRAT
2021-09-26,12.0,MONSERRAT
2021-10-03,6.0,MONSERRAT
2021-10-10,7.0,MONSERRAT
2021-10-17,9.0,MONSERRAT
2021-10-24,19.0,MONSERRAT
2021-10-31,25.0,MONSERRAT
2021-11-07,19.0,MONSERRAT
2021-11-14,23.0,MONSERRAT
2021-11-21,18.0,MONSERRAT
2021-11-28,22.0,MONSERRAT
2021-12-05,37.0,MONSERRAT
2021-12-12,35.0,MONSERRAT
2021-12-19,72.0,MONSERRAT
2021-12-26,210.0,MONSERRAT
2022-01-02,717.0,MONSERRAT
2022-01-09,1597.0,MONSERRAT
2022-01-16,1632.0,MONSERRAT
2022-01-23,1143.0,MONSERRAT
2022-01-30,624.0,MONSERRAT
2022-02-06,286.0,MONSERRAT
2022-02-13,144.0,MONSERRAT
2022-02-20,87.0,MONSERRAT
2022-02-27,61.0,MONSERRAT
2022-03-06,30.0,MONSERRAT
2022-03-13,24.0,MONSERRAT
2022-03-20,28.0,MONSERRAT
2022-03-27,19.0,MONSERRAT
2022-04-03,11.0,MONSERRAT
2022-04-10,22.0,MONSERRAT
2022-04-17,19.0,MONSERRAT
2022-04-24,10.0,MONSERRAT
2022-05-01,30.0,MONSERRAT
2022-05-08,58.0,MONSERRAT
2022-05-15,138.0,MONSERRAT
2022-05-22,154.0,MONSERRAT
2022-05-29,151.0,MONSERRAT
2022-06-05,96.0,MONSERRAT
2020-03-01,0.0,MONTE CASTRO
2020-03-08,0.0,MONTE CASTRO
2020-03-15,0.0,MONTE CASTRO
2020-03-22,0.0,MONTE CASTRO
2020-03-29,1.0,MONTE CASTRO
2020-04-05,2.0,MONTE CASTRO
2020-04-12,1.0,MONTE CASTRO
2020-04-19,3.0,MONTE CASTRO
2020-04-26,0.0,MONTE CASTRO
2020-05-03,4.0,MONTE CASTRO
2020-05-10,2.0,MONTE CASTRO
2020-05-17,1.0,MONTE CASTRO
2020-05-24,2.0,MONTE CASTRO
2020-05-31,5.0,MONTE CASTRO
2020-06-07,4.0,MONTE CASTRO
2020-06-14,9.0,MONTE CASTRO
2020-06-21,20.0,MONTE CASTRO
2020-06-28,22.0,MONTE CASTRO
2020-07-05,38.0,MONTE CASTRO
2020-07-12,30.0,MONTE CASTRO
2020-07-19,43.0,MONTE CASTRO
2020-07-26,41.0,MONTE CASTRO
2020-08-02,45.0,MONTE CASTRO
2020-08-09,61.0,MONTE CASTRO
2020-08-16,51.0,MONTE CASTRO
2020-08-23,58.0,MONTE CASTRO
2020-08-30,71.0,MONTE CASTRO
2020-09-06,63.0,MONTE CASTRO
2020-09-13,36.0,MONTE CASTRO
2020-09-20,63.0,MONTE CASTRO
2020-09-27,30.0,MONTE CASTRO
2020-10-04,50.0,MONTE CASTRO
2020-10-11,62.0,MONTE CASTRO
2020-10-18,35.0,MONTE CASTRO
2020-10-25,35.0,MONTE CASTRO
2020-11-01,16.0,MONTE CASTRO
2020-11-08,23.0,MONTE CASTRO
2020-11-15,18.0,MONTE CASTRO
2020-11-22,20.0,MONTE CASTRO
2020-11-29,17.0,MONTE CASTRO
2020-12-06,20.0,MONTE CASTRO
2020-12-13,15.0,MONTE CASTRO
2020-12-20,42.0,MONTE CASTRO
2020-12-27,37.0,MONTE CASTRO
2021-01-03,60.0,MONTE CASTRO
2021-01-10,88.0,MONTE CASTRO
2021-01-17,61.0,MONTE CASTRO
2021-01-24,63.0,MONTE CASTRO
2021-01-31,52.0,MONTE CASTRO
2021-02-07,53.0,MONTE CASTRO
2021-02-14,51.0,MONTE CASTRO
2021-02-21,46.0,MONTE CASTRO
2021-02-28,54.0,MONTE CASTRO
2021-03-07,50.0,MONTE CASTRO
2021-03-14,59.0,MONTE CASTRO
2021-03-21,62.0,MONTE CASTRO
2021-03-28,105.0,MONTE CASTRO
2021-04-04,128.0,MONTE CASTRO
2021-04-11,167.0,MONTE CASTRO
2021-04-18,190.0,MONTE CASTRO
2021-04-25,142.0,MONTE CASTRO
2021-05-02,128.0,MONTE CASTRO
2021-05-09,125.0,MONTE CASTRO
2021-05-16,170.0,MONTE CASTRO
2021-05-23,169.0,MONTE CASTRO
2021-05-30,183.0,MONTE CASTRO
2021-06-06,116.0,MONTE CASTRO
2021-06-13,94.0,MONTE CASTRO
2021-06-20,114.0,MONTE CASTRO
2021-06-27,89.0,MONTE CASTRO
2021-07-04,82.0,MONTE CASTRO
2021-07-11,63.0,MONTE CASTRO
2021-07-18,69.0,MONTE CASTRO
2021-07-25,39.0,MONTE CASTRO
2021-08-01,54.0,MONTE CASTRO
2021-08-08,33.0,MONTE CASTRO
2021-08-15,23.0,MONTE CASTRO
2021-08-22,23.0,MONTE CASTRO
2021-08-29,29.0,MONTE CASTRO
2021-09-05,14.0,MONTE CASTRO
2021-09-12,19.0,MONTE CASTRO
2021-09-19,9.0,MONTE CASTRO
2021-09-26,13.0,MONTE CASTRO
2021-10-03,14.0,MONTE CASTRO
2021-10-10,22.0,MONTE CASTRO
2021-10-17,15.0,MONTE CASTRO
2021-10-24,8.0,MONTE CASTRO
2021-10-31,11.0,MONTE CASTRO
2021-11-07,27.0,MONTE CASTRO
2021-11-14,20.0,MONTE CASTRO
2021-11-21,18.0,MONTE CASTRO
2021-11-28,29.0,MONTE CASTRO
2021-12-05,33.0,MONTE CASTRO
2021-12-12,48.0,MONTE CASTRO
2021-12-19,58.0,MONTE CASTRO
2021-12-26,150.0,MONTE CASTRO
2022-01-02,628.0,MONTE CASTRO
2022-01-09,1043.0,MONTE CASTRO
2022-01-16,1119.0,MONTE CASTRO
2022-01-23,1033.0,MONTE CASTRO
2022-01-30,607.0,MONTE CASTRO
2022-02-06,336.0,MONTE CASTRO
2022-02-13,150.0,MONTE CASTRO
2022-02-20,75.0,MONTE CASTRO
2022-02-27,54.0,MONTE CASTRO
2022-03-06,21.0,MONTE CASTRO
2022-03-13,22.0,MONTE CASTRO
2022-03-20,25.0,MONTE CASTRO
2022-03-27,16.0,MONTE CASTRO
2022-04-03,22.0,MONTE CASTRO
2022-04-10,16.0,MONTE CASTRO
2022-04-17,32.0,MONTE CASTRO
2022-04-24,42.0,MONTE CASTRO
2022-05-01,62.0,MONTE CASTRO
2022-05-08,107.0,MONTE CASTRO
2022-05-15,224.0,MONTE CASTRO
2022-05-22,240.0,MONTE CASTRO
2022-05-29,204.0,MONTE CASTRO
2022-06-05,149.0,MONTE CASTRO
2020-03-01,0.0,NUEVA POMPEYA
2020-03-08,0.0,NUEVA POMPEYA
2020-03-15,0.0,NUEVA POMPEYA
2020-03-22,0.0,NUEVA POMPEYA
2020-03-29,2.0,NUEVA POMPEYA
2020-04-05,0.0,NUEVA POMPEYA
2020-04-12,2.0,NUEVA POMPEYA
2020-04-19,5.0,NUEVA POMPEYA
2020-04-26,2.0,NUEVA POMPEYA
2020-05-03,1.0,NUEVA POMPEYA
2020-05-10,5.0,NUEVA POMPEYA
2020-05-17,6.0,NUEVA POMPEYA
2020-05-24,31.0,NUEVA POMPEYA
2020-05-31,39.0,NUEVA POMPEYA
2020-06-07,79.0,NUEVA POMPEYA
2020-06-14,90.0,NUEVA POMPEYA
2020-06-21,123.0,NUEVA POMPEYA
2020-06-28,260.0,NUEVA POMPEYA
2020-07-05,154.0,NUEVA POMPEYA
2020-07-12,191.0,NUEVA POMPEYA
2020-07-19,175.0,NUEVA POMPEYA
2020-07-26,177.0,NUEVA POMPEYA
2020-08-02,131.0,NUEVA POMPEYA
2020-08-09,205.0,NUEVA POMPEYA
2020-08-16,149.0,NUEVA POMPEYA
2020-08-23,145.0,NUEVA POMPEYA
2020-08-30,145.0,NUEVA POMPEYA
2020-09-06,132.0,NUEVA POMPEYA
2020-09-13,126.0,NUEVA POMPEYA
2020-09-20,93.0,NUEVA POMPEYA
2020-09-27,79.0,NUEVA POMPEYA
2020-10-04,77.0,NUEVA POMPEYA
2020-10-11,63.0,NUEVA POMPEYA
2020-10-18,49.0,NUEVA POMPEYA
2020-10-25,46.0,NUEVA POMPEYA
2020-11-01,49.0,NUEVA POMPEYA
2020-11-08,36.0,NUEVA POMPEYA
2020-11-15,48.0,NUEVA POMPEYA
2020-11-22,30.0,NUEVA POMPEYA
2020-11-29,24.0,NUEVA POMPEYA
2020-12-06,26.0,NUEVA POMPEYA
2020-12-13,43.0,NUEVA POMPEYA
2020-12-20,44.0,NUEVA POMPEYA
2020-12-27,61.0,NUEVA POMPEYA
2021-01-03,89.0,NUEVA POMPEYA
2021-01-10,108.0,NUEVA POMPEYA
2021-01-17,83.0,NUEVA POMPEYA
2021-01-24,105.0,NUEVA POMPEYA
2021-01-31,73.0,NUEVA POMPEYA
2021-02-07,61.0,NUEVA POMPEYA
2021-02-14,55.0,NUEVA POMPEYA
2021-02-21,63.0,NUEVA POMPEYA
2021-02-28,53.0,NUEVA POMPEYA
2021-03-07,67.0,NUEVA POMPEYA
2021-03-14,75.0,NUEVA POMPEYA
2021-03-21,65.0,NUEVA POMPEYA
2021-03-28,106.0,NUEVA POMPEYA
2021-04-04,163.0,NUEVA POMPEYA
2021-04-11,263.0,NUEVA POMPEYA
2021-04-18,235.0,NUEVA POMPEYA
2021-04-25,282.0,NUEVA POMPEYA
2021-05-02,260.0,NUEVA POMPEYA
2021-05-09,266.0,NUEVA POMPEYA
2021-05-16,286.0,NUEVA POMPEYA
2021-05-23,331.0,NUEVA POMPEYA
2021-05-30,238.0,NUEVA POMPEYA
2021-06-06,242.0,NUEVA POMPEYA
2021-06-13,175.0,NUEVA POMPEYA
2021-06-20,125.0,NUEVA POMPEYA
2021-06-27,113.0,NUEVA POMPEYA
2021-07-04,110.0,NUEVA POMPEYA
2021-07-11,80.0,NUEVA POMPEYA
2021-07-18,82.0,NUEVA POMPEYA
2021-07-25,55.0,NUEVA POMPEYA
2021-08-01,46.0,NUEVA POMPEYA
2021-08-08,52.0,NUEVA POMPEYA
2021-08-15,39.0,NUEVA POMPEYA
2021-08-22,22.0,NUEVA POMPEYA
2021-08-29,29.0,NUEVA POMPEYA
2021-09-05,16.0,NUEVA POMPEYA
2021-09-12,15.0,NUEVA POMPEYA
2021-09-19,11.0,NUEVA POMPEYA
2021-09-26,17.0,NUEVA POMPEYA
2021-10-03,5.0,NUEVA POMPEYA
2021-10-10,1.0,NUEVA POMPEYA
2021-10-17,9.0,NUEVA POMPEYA
2021-10-24,13.0,NUEVA POMPEYA
2021-10-31,20.0,NUEVA POMPEYA
2021-11-07,11.0,NUEVA POMPEYA
2021-11-14,13.0,NUEVA POMPEYA
2021-11-21,17.0,NUEVA POMPEYA
2021-11-28,13.0,NUEVA POMPEYA
2021-12-05,26.0,NUEVA POMPEYA
2021-12-12,34.0,NUEVA POMPEYA
2021-12-19,49.0,NUEVA POMPEYA
2021-12-26,137.0,NUEVA POMPEYA
2022-01-02,650.0,NUEVA POMPEYA
2022-01-09,1800.0,NUEVA POMPEYA
2022-01-16,1845.0,NUEVA POMPEYA
2022-01-23,1275.0,NUEVA POMPEYA
2022-01-30,710.0,NUEVA POMPEYA
2022-02-06,301.0,NUEVA POMPEYA
2022-02-13,148.0,NUEVA POMPEYA
2022-02-20,78.0,NUEVA POMPEYA
2022-02-27,48.0,NUEVA POMPEYA
2022-03-06,28.0,NUEVA POMPEYA
2022-03-13,20.0,NUEVA POMPEYA
2022-03-20,12.0,NUEVA POMPEYA
2022-03-27,10.0,NUEVA POMPEYA
2022-04-03,14.0,NUEVA POMPEYA
2022-04-10,6.0,NUEVA POMPEYA
2022-04-17,4.0,NUEVA POMPEYA
2022-04-24,11.0,NUEVA POMPEYA
2022-05-01,23.0,NUEVA POMPEYA
2022-05-08,46.0,NUEVA POMPEYA
2022-05-15,103.0,NUEVA POMPEYA
2022-05-22,147.0,NUEVA POMPEYA
2022-05-29,143.0,NUEVA POMPEYA
2022-06-05,109.0,NUEVA POMPEYA
2020-03-15,0.0,NUÑEZ
2020-03-22,0.0,NUÑEZ
2020-03-29,1.0,NUÑEZ
2020-04-05,2.0,NUÑEZ
2020-04-12,1.0,NUÑEZ
